GEOID,NAME,total_popE,total_popM,total_hhsE,total_hhsM,no_vehE,no_vehM,hh_1vehicleE,hh_1vehicleM,hh_2vehicleE,hh_2vehicleM,hh_3vehicleE,hh_3vehicleM,hh_4vehicle_plusE,hh_4vehicle_plusM,inc_lt_10kE,inc_lt_10kM,inc_btw_10k_15kE,inc_btw_10k_15kM,inc_btw_15k_20kE,inc_btw_15k_20kM,inc_btw_20k_25kE,inc_btw_20k_25kM,inc_btw_25k_30kE,inc_btw_25k_30kM,inc_btw_30k_35kE,inc_btw_30k_35kM,inc_btw_35k_40kE,inc_btw_35k_40kM,inc_btw_40k_45kE,inc_btw_40k_45kM,inc_btw_45k_50kE,inc_btw_45k_50kM,inc_btw_50k_60kE,inc_btw_50k_60kM,inc_btw_60k_75kE,inc_btw_60k_75kM,inc_btw_75k_100kE,inc_btw_75k_100kM,inc_btw_100k_125kE,inc_btw_100k_125kM,inc_btw_125k_150kE,inc_btw_125k_150kM,inc_btw_150k_200kE,inc_btw_150k_200kM,inc_gt_200kE,inc_gt_200kM,hh_1personE,hh_1personM,hh_2personE,hh_2personM,hh_3personE,hh_3personM,hh_4person_plusE,hh_4person_plusM,geometry,area,pop_den,pop_den1
12109020708,"Census Tract 207.08, St. Johns County, Florida",7948,1492,2432,460,0,20,545,307,1338,336,405,108,144,74,272,282,10,16,0,20,0,20,0,20,26,34,17,20,36,43,0,20,113,108,96,69,101,78,196,85,128,69,452,113,985,312,324,283,802,176,282,115,1024,298,"list(list(c(-81.436929, -81.434315, -81.430186, -81.430095, -81.40061, -81.400379, -81.402956, -81.406922, -81.40703, -81.405502, -81.402343, -81.401358, -81.398456, -81.396108, -81.397413, -81.4006, -81.401892, -81.402776, -81.401997, -81.408029, -81.408899, -81.408881, -81.400356, -81.39499, -81.393901, -81.392556, -81.391358, -81.388123, -81.38789, -81.388233, -81.38792, -81.385653, -81.384168, -81.385547, -81.389503, -81.391866, -81.400286, -81.402928, -81.4119, -81.41536, -81.421267, -81.431804, 
-81.433923, -81.434324, -81.436585, -81.436929, 30.252335, 30.252344, 30.252243, 30.252243, 30.252717, 30.252187, 30.249444, 30.249357, 30.244442, 30.24213, 30.240897, 30.240024, 30.234913, 30.231413, 30.228335, 30.226137, 30.223489, 30.219077, 30.217914, 30.21426, 30.212134, 30.211525, 30.176968, 30.155304, 30.151379, 30.148841, 30.14751, 30.14495, 30.143587, 30.140812, 30.139613, 30.13563, 30.133752, 30.132875, 30.130351, 30.128392, 30.122852, 30.12149, 30.116278, 30.115023, 30.114394, 30.115147, 
30.115092, 30.134688, 30.237046, 30.252335)))",52449541.1283807,0.000151536120793615,151.53612079361548
12031010107,"Census Tract 101.07, Duval County, Florida",4996,1100,1767,283,0,14,402,187,713,157,445,195,207,157,145,176,37,46,18,32,12,19,98,79,37,34,99,85,60,50,77,53,17,21,147,98,136,69,270,180,191,176,218,91,205,117,272,112,882,252,239,101,374,187,"list(list(c(-81.620616, -81.619706, -81.61832, -81.608717, -81.604972, -81.603325, -81.601568, -81.60146, -81.603578, -81.607728, -81.613074, -81.614177, -81.613484, -81.612072, -81.610651, -81.60963, -81.607311, -81.605723, -81.604204, -81.601754, -81.598668, -81.597224, -81.592127, -81.589767, -81.586535, -81.584406, -81.583239, -81.584274, -81.58571, -81.58675, -81.588803, -81.588915, -81.58782, -81.58541, -81.579749, -81.577218, -81.567809, -81.564956, -81.562876, -81.559258, -81.555251, -81.550926, 
-81.550688, -81.551003, -81.550778, -81.54911, -81.546953, -81.544068, -81.543018, -81.537209, -81.533276, -81.530238, -81.529089, -81.526312, -81.525184, -81.521375, -81.519948, -81.519783, -81.521014, -81.523814, -81.515382, -81.514014, -81.502734, -81.499575, -81.490962, -81.49053, -81.488003, -81.484397, -81.479939, -81.459789, -81.467498, -81.470078, -81.470729, -81.470347, -81.466686, -81.464551, -81.460708, -81.458641, -81.457736, -81.458309, -81.458626, -81.458108, -81.45632, -81.450891, 
-81.449331, -81.448327, -81.448003, -81.447643, -81.449917, -81.451367, -81.45912, -81.462022, -81.463838, -81.465057, -81.465846, -81.467431, -81.469167, -81.471865, -81.474115, -81.487404, -81.490638, -81.493255, -81.516918, -81.518239, -81.520828, -81.526292, -81.532541, -81.536179, -81.545658, -81.551984, -81.553962, -81.554105, -81.553805, -81.551558, -81.550602, -81.548503, -81.547367, -81.545653, -81.548508, -81.55177, -81.561086, -81.568416, -81.571331, -81.574185, -81.578201, -81.586827, 
-81.589512, -81.589787, -81.593731, -81.595056, -81.596625, -81.602233, -81.621397, -81.620616, 30.555722, 30.559294, 30.561715, 30.574892, 30.573498, 30.572586, 30.569545, 30.567665, 30.566736, 30.566341, 30.564185, 30.563052, 30.560339, 30.55834, 30.555005, 30.553965, 30.5536, 30.554401, 30.558586, 30.560561, 30.561119, 30.561835, 30.565326, 30.566215, 30.566688, 30.565988, 30.564489, 30.560014, 30.557919, 30.554237, 30.550468, 30.549047, 30.546688, 30.544206, 30.539533, 30.538037, 30.536636, 30.53752, 
30.539085, 30.542545, 30.544528, 30.543027, 30.539783, 30.534793, 30.531562, 30.52842, 30.525939, 30.524723, 30.523889, 30.524113, 30.525104, 30.52629, 30.528037, 30.531175, 30.533397, 30.538801, 30.543645, 30.546679, 30.550537, 30.556337, 30.565801, 30.567337, 30.564692, 30.563793, 30.554623, 30.55115, 30.542168, 30.537444, 30.533454, 30.524731, 30.511527, 30.507987, 30.506328, 30.504944, 30.499585, 30.497336, 30.491735, 30.48806, 30.480727, 30.478186, 30.473484, 30.471819, 30.468956, 30.462228, 
30.45953, 30.456595, 30.454478, 30.44856, 30.443722, 30.442068, 30.444242, 30.442035, 30.444737, 30.45075, 30.452926, 30.455822, 30.45789, 30.459472, 30.46005, 30.462131, 30.462317, 30.462091, 30.457511, 30.45745, 30.458234, 30.459175, 30.459023, 30.460125, 30.463712, 30.464941, 30.464768, 30.469224, 30.471167, 30.474626, 30.488788, 30.490954, 30.495709, 30.500649, 30.501067, 30.502193, 30.502902, 30.502575, 30.503763, 30.503933, 30.503654, 30.512947, 30.51837, 30.520397, 30.526995, 30.529763, 30.531724, 
30.534412, 30.547014, 30.555722)))",104891741.940986,4.7630060360813e-05,47.630060360813005
12031016102,"Census Tract 161.02, Duval County, Florida",4502,738,1710,266,253,150,645,291,465,134,295,144,52,40,79,62,103,103,59,61,95,92,0,14,119,146,194,194,110,86,191,150,84,68,257,204,268,129,48,77,37,37,0,14,66,79,659,251,371,185,303,177,377,119,"list(list(c(-81.621199, -81.613987, -81.613559, -81.611277, -81.6106, -81.610267, -81.609674, -81.601978, -81.602405, -81.602735, -81.602707, -81.602741, -81.602818, -81.603389, -81.608242, -81.610952, -81.612228, -81.620681, -81.621059, -81.621493, -81.621199, 30.282314, 30.281941, 30.282228, 30.284743, 30.28559, 30.28867, 30.294813, 30.292561, 30.287639, 30.284026, 30.281024, 30.280186, 30.27794, 30.276992, 30.272771, 30.270016, 30.269334, 30.281264, 30.281778, 30.282334, 30.282314)))",2538273.924482,0.00177364623911454,1773.6462391145394
12031014428,"Census Tract 144.28, Duval County, Florida",6187,1229,3405,764,364,426,1738,582,1099,357,151,154,53,86,61,71,0,20,20,35,0,20,62,81,12,20,440,430,80,92,68,88,417,270,930,551,369,177,197,192,275,177,194,109,280,211,1656,766,1112,385,482,320,155,71,"list(list(c(-81.558921, -81.556679, -81.554454, -81.554989, -81.552683, -81.5452, -81.545308, -81.542648, -81.542152, -81.536117, -81.532839, -81.532813, -81.531174, -81.536349, -81.536211, -81.536005, -81.552534, -81.554136, -81.556148, -81.557743, -81.558921, 30.269699, 30.269302, 30.268146, 30.269884, 30.270268, 30.270779, 30.26478, 30.264866, 30.264595, 30.264741, 30.264821, 30.261097, 30.254977, 30.254438, 30.253981, 30.250251, 30.250113, 30.255614, 30.2601, 30.263983, 30.269699)))",4102809.15423559,0.00150799117565894,1507.991175658944
12019031201,"Census Tract 312.01, Clay County, Florida",2830,402,1057,176,117,85,389,164,347,156,179,120,25,42,113,100,45,48,5,9,115,54,62,70,116,130,10,13,85,113,25,27,55,37,69,75,74,55,95,81,110,108,17,28,61,70,175,92,525,201,243,152,114,51,"list(list(c(-81.877125, -81.875218, -81.87415, -81.875664, -81.875123, -81.87363, -81.873381, -81.871589, -81.87153, -81.872853, -81.872424, -81.875418, -81.87572, -81.874863, -81.876157, -81.875666, -81.873424, -81.871713, -81.871615, -81.86636, -81.86515, -81.86418, -81.834444, -81.82507, -81.82224, -81.80983, -81.80881, -81.807936, -81.80745, -81.806964, -81.806931, -81.772071, -81.76149, -81.76137, -81.758066, -81.75637, -81.75445, -81.753764, -81.753335, -81.752909, -81.751343, -81.750057, -81.746928, 
-81.746422, -81.745372, -81.744681, -81.743866, -81.742765, -81.75533, -81.75851, -81.75961, -81.76168, -81.76718, -81.77228, -81.77826, -81.78536, -81.78874, -81.794245, -81.795526, -81.795993, -81.800148, -81.802951, -81.804738, -81.807428, -81.809424, -81.812228, -81.812784, -81.813978, -81.81478, -81.815993, -81.816827, -81.818147, -81.821956, -81.825607, -81.828953, -81.830528, -81.833554, -81.836738, -81.839341, -81.842342, -81.843561, -81.843069, -81.844465, -81.844655, -81.846235, -81.846331, 
-81.848196, -81.849535, -81.850547, -81.850775, -81.8519, -81.851314, -81.852415, -81.851847, -81.852288, -81.85188, -81.853164, -81.851377, -81.851504, -81.85282, -81.853383, -81.851173, -81.851836, -81.850452, -81.850566, -81.85171, -81.854663, -81.854999, -81.856844, -81.860946, -81.862318, -81.863085, -81.86397, -81.862909, -81.864099, -81.865268, -81.866172, -81.865251, -81.86764, -81.869051, -81.868243, -81.870564, -81.872549, -81.871893, -81.873568, -81.873019, -81.873412, -81.87267, -81.874724, 
-81.876141, -81.877125, 30.036974, 30.036694, 30.038417, 30.038557, 30.039954, 30.040589, 30.04156, 30.043161, 30.045522, 30.046243, 30.047956, 30.049428, 30.050477, 30.051527, 30.056906, 30.057413, 30.057299, 30.057895, 30.060456, 30.05581, 30.05497, 30.05438, 30.038793, 30.03401, 30.03313, 30.03014, 30.02965, 30.028914, 30.02826, 30.026478, 30.023678, 30.008264, 29.993991, 29.991251, 29.988368, 29.983186, 29.980015, 29.974052, 29.973007, 29.967769, 29.965123, 29.961156, 29.956744, 29.954632, 29.952613, 
29.949759, 29.94867, 29.944875, 29.9279, 29.92208, 29.9208, 29.91993, 29.91872, 29.91639, 29.91522, 29.91359, 29.91241, 29.910879, 29.913381, 29.916451, 29.919009, 29.921254, 29.924246, 29.925952, 29.926585, 29.928967, 29.931596, 29.933653, 29.937444, 29.937999, 29.940023, 29.94059, 29.943962, 29.944952, 29.948032, 29.947971, 29.950056, 29.950682, 29.952288, 29.951605, 29.952996, 29.953965, 29.955367, 29.957061, 29.958304, 29.961451, 29.963854, 29.963964, 29.96662, 29.96859, 29.969365, 29.972055, 
29.976219, 29.978002, 29.979613, 29.982177, 29.984932, 29.98693, 29.989818, 29.991847, 29.994631, 29.998284, 30.000634, 30.000992, 30.002208, 30.003616, 30.005936, 30.007383, 30.008318, 30.007838, 30.00891, 30.011875, 30.012474, 30.014542, 30.01677, 30.016533, 30.017715, 30.020785, 30.020526, 30.022835, 30.024315, 30.026135, 30.026261, 30.028341, 30.028477, 30.029517, 30.031712, 30.032355, 30.033709, 30.036309, 30.036974)))",107076113.657209,2.64297974902216e-05,26.429797490221627
12003040102,"Census Tract 401.02, Baker County, Florida",7121,846,2357,294,165,97,572,157,912,269,430,162,278,186,19,23,20,33,112,88,14,21,121,86,172,99,67,57,31,36,191,95,314,170,169,102,410,179,150,103,213,170,108,56,246,150,427,141,909,243,617,239,404,162,"list(list(c(-82.287585, -82.278524, -82.269333, -82.265082, -82.265357, -82.263545, -82.263565, -82.261923, -82.258409, -82.255179, -82.252298, -82.24826, -82.245862, -82.240426, -82.238205, -82.227563, -82.220999, -82.218784, -82.216114, -82.214041, -82.212548, -82.211168, -82.210382, -82.210197, -82.208934, -82.2091, -82.20713, -82.204216, -82.202646, -82.200461, -82.192129, -82.187972, -82.185605, -82.184162, -82.181485, -82.175883, -82.173761, -82.171708, -82.168166, -82.159812, -82.158785, -82.157581, 
-82.154391, -82.1491, -82.147926, -82.147494, -82.146371, -82.146547, -82.136125, -82.133399, -82.12209, -82.110415, -82.070739, -82.049702, -82.049578, -82.049236, -82.049331, -82.049411, -82.049425, -82.142578, -82.145454, -82.186629, -82.212119, -82.215793, -82.287015, -82.287956, -82.287585, 30.148849, 30.160854, 30.171099, 30.185159, 30.192028, 30.203296, 30.20475, 30.205113, 30.204264, 30.205484, 30.205598, 30.208566, 30.208462, 30.207046, 30.204524, 30.199876, 30.20152, 30.202833, 30.205251, 
30.208622, 30.213094, 30.215393, 30.217018, 30.223466, 30.224244, 30.225911, 30.227319, 30.227886, 30.229069, 30.229185, 30.232623, 30.235173, 30.237304, 30.241091, 30.244374, 30.244954, 30.245975, 30.248249, 30.249349, 30.255271, 30.257218, 30.257976, 30.261739, 30.265779, 30.268997, 30.27288, 30.275322, 30.277542, 30.279198, 30.279642, 30.281566, 30.283544, 30.290124, 30.292389, 30.281366, 30.273432, 30.27334, 30.186933, 30.143136, 30.143117, 30.143091, 30.142742, 30.142528, 30.142699, 30.141734, 
30.145059, 30.148849)))",258324439.80892,2.75661102962899e-05,27.566110296289914
12019030903,"Census Tract 309.03, Clay County, Florida",4167,830,1553,218,51,55,447,112,523,139,252,86,280,227,75,64,35,50,53,53,143,206,73,65,79,61,17,21,77,54,28,25,135,74,271,107,305,101,114,61,73,57,45,35,30,29,285,108,569,131,258,93,441,243,"list(list(c(-81.809626, -81.807924, -81.806829, -81.807588, -81.806221, -81.806177, -81.804765, -81.80143, -81.799089, -81.796019, -81.793221, -81.7817, -81.77446, -81.76441, -81.763837, -81.767355, -81.772805, -81.77379, -81.79052, -81.790565, -81.808123, -81.809141, -81.808711, -81.807519, -81.808671, -81.808734, -81.809626, 30.130504, 30.132132, 30.134723, 30.135648, 30.136913, 30.138315, 30.13941, 30.138502, 30.136654, 30.137077, 30.136137, 30.14627, 30.153028, 30.14451, 30.143939, 30.141863, 
30.138638, 30.138038, 30.12801, 30.127971, 30.117262, 30.119818, 30.123025, 30.127182, 30.12749, 30.129349, 30.130504)))",5915593.82559671,0.000704409417355437,704.4094173554366
12109021410,"Census Tract 214.10, St. Johns County, Florida",2458,376,1146,322,0,14,672,322,370,101,54,49,50,48,51,53,11,19,0,14,27,58,26,30,27,36,23,27,72,112,92,70,90,54,270,302,107,70,101,86,113,77,27,31,109,73,532,318,348,125,108,60,158,54,"list(list(c(-81.276945, -81.265628, -81.2648703329145, -81.2642743367277, -81.2635451421652, -81.263526, -81.2624159104715, -81.263485, -81.27058, -81.271763, -81.273531, -81.276344, -81.276945, 29.844587, 29.844627, 29.8447178392521, 29.8393867503057, 29.832864223554, 29.832693, 29.8220551412883, 29.822066, 29.821924, 29.825809, 29.831554, 29.840814, 29.844587)))",2518190.19931777,0.000976097834335914,976.0978343359144
12031002501,"Census Tract 25.01, Duval County, Florida",3900,488,2060,307,373,115,1094,348,494,140,99,61,0,14,170,85,188,116,229,143,163,98,152,88,138,108,96,73,58,47,156,75,136,120,240,226,81,59,120,69,51,44,35,36,47,55,1245,320,393,147,230,80,192,58,"list(list(c(-81.717617, -81.717676, -81.713754, -81.713812, -81.709632, -81.705444, -81.700074, -81.697002, -81.696935, -81.697823, -81.705049, -81.710445, -81.711621, -81.713177, -81.714184, -81.718212, -81.717617, 30.312861, 30.316867, 30.316869, 30.320753, 30.320791, 30.320834, 30.320938, 30.321593, 30.318368, 30.31795, 30.313231, 30.309714, 30.308962, 30.30792, 30.308804, 30.312352, 30.312861)))",1691776.55482785,0.00230526897235366,2305.268972353657
12019031301,"Census Tract 313.01, Clay County, Florida",2037,404,819,254,0,14,323,228,320,171,100,74,76,73,20,32,0,14,38,41,0,14,35,53,0,14,71,67,27,41,104,160,25,38,153,85,179,155,107,132,12,19,48,56,0,14,305,228,197,155,127,93,190,63,"list(list(c(-81.762178, -81.76092, -81.759371, -81.756216, -81.749593, -81.746062, -81.745323, -81.744882, -81.742982, -81.740625, -81.73847, -81.735955, -81.734553, -81.732264, -81.731431, -81.728593, -81.725959, -81.724197, -81.72308, -81.71851, -81.701028, -81.701093, -81.7085, -81.708243, -81.709366, -81.709488, -81.723133, -81.723089, -81.731552, -81.73144, -81.723002, -81.722932, -81.718765, -81.718801, -81.71452, -81.714469, -81.710344, -81.710365, -81.701747, -81.703122, -81.70348, -81.702082, 
-81.703151, -81.73944, -81.75637, -81.758066, -81.76137, -81.76149, -81.761317, -81.76233, -81.762178, 30.001252, 30.002539, 30.00289, 30.004754, 30.006202, 30.009945, 30.011447, 30.014671, 30.018082, 30.020086, 30.023313, 30.023531, 30.025594, 30.025326, 30.028186, 30.028991, 30.032392, 30.033724, 30.03302, 30.02913, 30.012647, 30.012601, 30.011752, 30.009843, 30.009807, 30.011488, 30.011355, 30.009341, 30.009289, 30.0018, 30.001946, 29.998337, 29.998332, 29.994745, 29.994802, 29.991208, 29.991305, 
29.994968, 29.995103, 29.993912, 29.990423, 29.986773, 29.984122, 29.98353, 29.983186, 29.988368, 29.991251, 29.993991, 29.99601, 30.00024, 30.001252)))",17865683.0557988,0.000114017471016247,114.01747101624723
12031010105,"Census Tract 101.05, Duval County, Florida",2422,420,956,95,0,14,129,91,642,145,118,92,67,67,61,89,0,14,38,45,0,14,14,23,0,14,11,18,45,71,22,39,99,80,26,35,144,93,160,112,169,108,91,75,76,72,119,103,564,132,167,135,106,97,"list(list(c(-81.561207, -81.553962, -81.551984, -81.545658, -81.536179, -81.532541, -81.526292, -81.520828, -81.518239, -81.516918, -81.493255, -81.490638, -81.487404, -81.474115, -81.471865, -81.469167, -81.467431, -81.465846, -81.465057, -81.463838, -81.462022, -81.45912, -81.451367, -81.449917, -81.447643, -81.448003, -81.448327, -81.449331, -81.450891, -81.45632, -81.458108, -81.458626, -81.458309, -81.457736, -81.458641, -81.460708, -81.464551, -81.466686, -81.470347, -81.470729, -81.470078, 
-81.467498, -81.459789, -81.458952, -81.450811, -81.449999, -81.442111, -81.4400995124506, -81.442365, -81.437622, -81.433333, -81.428936, -81.422162, -81.416339, -81.414379, -81.412774, -81.411585, -81.410159, -81.408445, -81.406728, -81.406237, -81.407008, -81.40371, -81.401698, -81.4032736592899, -81.409173, -81.423555, -81.439009, -81.450309, -81.45931, -81.47081, -81.490911, -81.501718, -81.504645, -81.50589, -81.508819, -81.508104, -81.505201, -81.503562, -81.502847, -81.503635, -81.505833, 
-81.508478, -81.51107, -81.513363, -81.515595, -81.517886, -81.521214, -81.522392, -81.524223, -81.527322, -81.534356, -81.535471, -81.558116, -81.558124, -81.558517, -81.561558, -81.561207, 30.462951, 30.464768, 30.464941, 30.463712, 30.460125, 30.459023, 30.459175, 30.458234, 30.45745, 30.457511, 30.462091, 30.462317, 30.462131, 30.46005, 30.459472, 30.45789, 30.455822, 30.452926, 30.45075, 30.444737, 30.442035, 30.444242, 30.442068, 30.443722, 30.44856, 30.454478, 30.456595, 30.45953, 30.462228, 
30.468956, 30.471819, 30.473484, 30.478186, 30.480727, 30.48806, 30.491735, 30.497336, 30.499585, 30.504944, 30.506328, 30.507987, 30.511527, 30.524731, 30.524203, 30.519238, 30.518296, 30.509138, 30.5085230090878, 30.498735, 30.494121, 30.487983, 30.48747, 30.488085, 30.490952, 30.486704, 30.479687, 30.472927, 30.453465, 30.444571, 30.437411, 30.432051, 30.42204, 30.409094, 30.403633, 30.4003799443443, 30.402302, 30.403001, 30.38654, 30.38094, 30.38394, 30.392039, 30.392139, 30.391081, 30.395279, 
30.398019, 30.40338, 30.405707, 30.411212, 30.415206, 30.420354, 30.421057, 30.427338, 30.429391, 30.430852, 30.431226, 30.430571, 30.430485, 30.431456, 30.432194, 30.435824, 30.437712, 30.440889, 30.441232, 30.441168, 30.451094, 30.457157, 30.461944, 30.462951)))",103820296.232413,2.33287718094937e-05,23.32877180949374
12003040101,"Census Tract 401.01, Baker County, Florida",8024,1045,2491,377,104,111,892,237,764,215,593,269,138,101,293,180,53,57,11,23,46,55,14,22,87,91,200,160,92,94,94,112,272,183,336,147,249,165,191,91,126,112,327,244,100,92,452,172,781,227,492,217,766,249,"list(list(c(-82.1529, -82.151308, -82.151453, -82.150077, -82.151718, -82.150259, -82.150474, -82.149637, -82.147703, -82.149001, -82.147644, -82.148481, -82.146882, -82.145049, -82.144101, -82.145098, -82.144697, -82.14195, -82.141632, -82.137985, -82.136482, -82.136544, -82.134704, -82.13369, -82.129064, -82.126357, -82.123546, -82.122278, -82.122964, -82.119356, -82.118493, -82.116508, -82.111822, -82.110719, -82.110112, -82.108774, -82.107796, -82.105843, -82.106039, -82.104586, -82.101621, -82.1001294221264, 
-82.094687, -82.081106, -82.068533, -82.060034, -82.050069, -82.0499660029255, -82.050057, -82.049702, -82.070739, -82.110415, -82.12209, -82.133399, -82.136125, -82.146547, -82.144875, -82.144652, -82.146102, -82.148681, -82.149143, -82.148186, -82.149554, -82.14942, -82.148673, -82.150079, -82.150641, -82.150298, -82.151052, -82.152268, -82.151854, -82.1529, 30.308947, 30.310745, 30.312775, 30.315255, 30.31816, 30.319523, 30.320865, 30.322284, 30.322812, 30.327185, 30.328224, 30.328593, 30.330677, 
30.331711, 30.336328, 30.336903, 30.340274, 30.343123, 30.345125, 30.344947, 30.346179, 30.348649, 30.350133, 30.349451, 30.352154, 30.352368, 30.353923, 30.355167, 30.35653, 30.357522, 30.356747, 30.357133, 30.360188, 30.361695, 30.364374, 30.364545, 30.363225, 30.363496, 30.362456, 30.362754, 30.362175, 30.364267180957, 30.360781, 30.358806, 30.359184, 30.360328, 30.362338, 30.3623823672342, 30.361399, 30.292389, 30.290124, 30.283544, 30.281566, 30.279642, 30.279198, 30.277542, 30.278659, 30.279716, 
30.282219, 30.284651, 30.286274, 30.286774, 30.287852, 30.289717, 30.289887, 30.292555, 30.297473, 30.299233, 30.299491, 30.304469, 30.307473, 30.308947)))",75647146.1826302,0.000106071417163949,106.07141716394906
12031010101,"Census Tract 101.01, Duval County, Florida",9691,989,3395,306,111,105,804,252,1358,287,741,249,381,153,119,102,125,153,50,58,62,60,149,121,0,20,89,55,206,123,0,20,419,239,207,114,466,156,410,188,404,170,307,131,382,225,647,216,1292,281,468,155,988,276,"list(list(c(-81.623148, -81.622878, -81.622358, -81.621462, -81.621651, -81.621397, -81.602233, -81.596625, -81.595056, -81.593731, -81.589787, -81.589512, -81.586827, -81.578201, -81.576677, -81.575553, -81.575552, -81.575529, -81.57598, -81.577231, -81.577481, -81.578824, -81.579368, -81.579014, -81.579946, -81.583661, -81.587565, -81.592992, -81.595206, -81.59775, -81.601482, -81.600488, -81.602226, -81.603277, -81.604369, -81.625476, -81.623148, 30.496296, 30.50532, 30.52812, 30.531722, 30.543671, 
30.547014, 30.534412, 30.531724, 30.529763, 30.526995, 30.520397, 30.51837, 30.512947, 30.503654, 30.50189, 30.499085, 30.496997, 30.488628, 30.486553, 30.480809, 30.473565, 30.471708, 30.47065, 30.460916, 30.461182, 30.464291, 30.464389, 30.464465, 30.465068, 30.466588, 30.470765, 30.472383, 30.4839, 30.483755, 30.483653, 30.488893, 30.496296)))",26462691.0417137,0.000366213700062623,366.21370006262305
12031016808,"Census Tract 168.08, Duval County, Florida",4215,1156,1658,219,16,17,781,154,551,133,300,211,10,13,22,23,30,29,53,34,64,52,33,25,87,74,110,87,184,116,100,54,100,62,256,104,263,99,114,69,5,23,216,194,21,21,566,108,467,129,299,129,326,212,"list(list(c(-81.632488, -81.632122, -81.630025, -81.627915, -81.627782, -81.628436, -81.624323, -81.620362, -81.616292, -81.611902, -81.611851, -81.616558, -81.616946, -81.617775, -81.619377, -81.620614, -81.624778, -81.625402, -81.62552, -81.629494, -81.63268, -81.632488, 30.165431, 30.16651, 30.169553, 30.17532, 30.176667, 30.181603, 30.179319, 30.176262, 30.173705, 30.171685, 30.170423, 30.170386, 30.166256, 30.165543, 30.165699, 30.167502, 30.166242, 30.16526, 30.160398, 30.160893, 30.16085, 
30.165431)))",2084761.27680929,0.00202181422251426,2021.8142225142585
12109021004,"Census Tract 210.04, St. Johns County, Florida",3264,689,1132,199,13,20,350,127,528,181,163,83,78,42,58,41,36,41,52,36,42,41,0,14,26,26,79,56,42,32,43,25,85,52,74,60,304,171,63,40,66,67,37,37,125,101,257,117,477,146,134,75,264,101,"list(list(c(-81.597405, -81.596438, -81.592568, -81.590186, -81.58578, -81.584025, -81.579741, -81.576766, -81.575155, -81.573995, -81.573441, -81.573895, -81.576263, -81.578935, -81.58448, -81.586143, -81.586648, -81.586446, -81.585589, -81.580951, -81.573944, -81.570664, -81.563372, -81.560531, -81.559707, -81.555779, -81.553377, -81.545689, -81.543755, -81.548948, -81.5413, -81.539676, -81.536484, -81.533428, -81.5289, -81.528477, -81.528323, -81.522166, -81.521119, -81.516556, -81.51149, -81.509677, 
-81.508538, -81.495646, -81.494074, -81.491183, -81.48604, -81.48535, -81.4638, -81.461261, -81.433196, -81.431218, -81.428773, -81.412128, -81.395138, -81.491685, -81.493973, -81.498696, -81.520567, -81.522039, -81.535075, -81.538778, -81.541883, -81.560587, -81.560791, -81.558931, -81.55908, -81.560271, -81.564957, -81.57106, -81.574705, -81.577831, -81.579022, -81.578128, -81.578203, -81.579096, -81.581031, -81.584073, -81.585944, -81.588473, -81.590186, -81.591228, -81.591005, -81.589813, -81.590111, 
-81.591377, -81.593238, -81.59495, -81.595843, -81.596836, -81.597405, -81.597777, -81.597405, 29.922444, 29.924249, 29.927992, 29.929347, 29.930518, 29.930695, 29.930477, 29.930871, 29.931876, 29.934846, 29.940436, 29.942401, 29.944322, 29.945283, 29.9461, 29.947074, 29.948385, 29.951266, 29.953757, 29.961007, 29.967602, 29.968649, 29.968562, 29.968999, 29.969708, 29.968754, 29.967585, 29.961658, 29.959302, 29.95431, 29.946373, 29.942524, 29.939055, 29.934124, 29.929536, 29.928753, 29.913817, 29.912755, 
29.912464, 29.910598, 29.907529, 29.906777, 29.906504, 29.905471, 29.90548, 29.906294, 29.908463, 29.908538, 29.909155, 29.909618, 29.921473, 29.921983, 29.921526, 29.917411, 29.861354, 29.851228, 29.851174, 29.851188, 29.851188, 29.850811, 29.846137, 29.845265, 29.844997, 29.845022, 29.852117, 29.856312, 29.857536, 29.85857, 29.860827, 29.862634, 29.863989, 29.866441, 29.869732, 29.87457, 29.876119, 29.878635, 29.880118, 29.881043, 29.88199, 29.884183, 29.887603, 29.890894, 29.893151, 29.896959, 
29.89883, 29.90128, 29.903346, 29.906765, 29.911023, 29.914283, 29.915992, 29.919217, 29.922444)))",142885730.884874,2.2843428659996e-05,22.843428659995975
12031015400,"Census Tract 154, Duval County, Florida",2439,370,933,135,33,38,495,124,310,107,61,34,34,23,38,31,20,24,17,20,159,89,17,19,76,65,73,85,64,58,69,51,86,52,104,57,80,48,72,49,35,39,23,23,0,14,282,94,285,91,228,110,138,53,"list(list(c(-81.603337, -81.602583, -81.602584, -81.598631, -81.597349, -81.590535, -81.589337, -81.589171, -81.589078, -81.589058, -81.602595, -81.604424, -81.603337, 30.330559, 30.336757, 30.340104, 30.34227, 30.342142, 30.342353, 30.344016, 30.338839, 30.333108, 30.327536, 30.32739, 30.32738, 30.330559)))",2156917.50107739,0.00113078038394222,1130.780383942225
